Number of Hidden Dims,Decrease Rate of Layers' Units,Seed,Pre Filter Count,Loss Filter Count,Node Name,Hidden Dims,Latent Dim,Test Accuracy,Test Precision,Test Recall,Test F0.5-Score,Test F1-Score,Test F2-Score,Test Conf. Matrix,All Data Accuracy,All Data Precision,All Data Recall,All Data F0.5-Score,All Data F1-Score,All Data F2-Score,All Data Conf. Matrix,Post_Test Accuracy,Post_Test Precision,Post_Test Recall,Post_Test F0.5-Score,Post_Test F1-Score,Post_Test F2-Score,Post_Test Conf. Matrix,Post All Data Accuracy,Post All Data Precision,Post All Data Recall,Post All Data F0.5-Score,Post All Data F1-Score,Post All Data F2-Score,Post All Data Conf. Matrix
1,1.232,42,460,379,r207n17.gzip,[373],303,0.99,0.5,0.03,0.12,0.06,0.04,"[[2273    1]
 [  32    1]]",0.99,0.33,0.03,0.12,0.06,0.04,"[[11471     4]
 [   58     2]]",0.99,1.0,0.06,0.24,0.11,0.07,"[[2273    0]
 [  32    2]]",0.99,0.38,0.05,0.16,0.09,0.06,"[[11469     5]
 [   58     3]]"
9,1.047,42,460,290,r207n17.gzip,"[439, 419, 400, 382, 364, 347, 331, 316, 301]",290,0.68,0.07,0.82,0.08,0.12,0.25,"[[1530  716]
 [  11   50]]",0.69,0.03,0.85,0.03,0.05,0.12,"[[7815 3597]
 [  19  104]]",0.7,0.07,0.82,0.08,0.12,0.25,"[[1556  690]
 [  11   50]]",0.7,0.03,0.84,0.04,0.06,0.13,"[[7943 3470]
 [  19  103]]"
1,2.792,42,460,78,r207n17.gzip,[164],59,0.99,0.5,0.03,0.12,0.06,0.04,"[[2273    1]
 [  32    1]]",0.99,0.25,0.03,0.11,0.06,0.04,"[[11469     6]
 [   58     2]]",0.98,0.0,0.0,,,,"[[2270    4]
 [  33    0]]",0.99,0.06,0.02,0.04,0.03,0.02,"[[11460    16]
 [   58     1]]"
5,1.047,42,460,374,r207n17.gzip,"[439, 419, 400, 382, 364]",349,0.99,0.0,0.0,,,,"[[2273    1]
 [  33    0]]",0.99,0.25,0.02,0.07,0.03,0.02,"[[11472     3]
 [   59     1]]",0.79,0.07,0.64,0.09,0.13,0.24,"[[1790  462]
 [  20   35]]",0.8,0.03,0.64,0.03,0.05,0.12,"[[9173 2263]
 [  36   63]]"
1,1.42,42,460,316,r207n17.gzip,[323],228,0.99,0.5,0.03,0.12,0.06,0.04,"[[2273    1]
 [  32    1]]",0.99,0.29,0.03,0.11,0.06,0.04,"[[11470     5]
 [   58     2]]",0.98,0.33,0.03,0.11,0.05,0.04,"[[2271    2]
 [  33    1]]",0.99,0.19,0.05,0.12,0.08,0.06,"[[11461    13]
 [   58     3]]"
7,1.052,42,460,324,r207n17.gzip,"[437, 415, 394, 374, 355, 337, 320]",307,0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11433    42]
 [   59     1]]",0.67,0.05,0.78,0.07,0.1,0.21,"[[1507  746]
 [  12   42]]",0.68,0.02,0.77,0.03,0.04,0.1,"[[7795 3631]
 [  25   84]]"
2,1.156,42,460,197,r207n17.gzip,"[397, 343]",298,0.88,0.13,0.82,0.16,0.23,0.4,"[[1980  276]
 [   9   42]]",0.87,0.06,0.85,0.07,0.11,0.22,"[[9974 1459]
 [  15   87]]",0.98,0.35,0.5,0.37,0.41,0.46,"[[2230   37]
 [  20   20]]",0.98,0.16,0.55,0.19,0.25,0.37,"[[11242   216]
 [   35    42]]"
8,1.037,42,460,45,r207n17.gzip,"[443, 427, 411, 396, 381, 367, 353, 340]",332,0.98,0.0,0.0,,,,"[[2267    7]
 [  33    0]]",0.99,0.03,0.02,0.03,0.02,0.02,"[[11442    33]
 [   59     1]]",0.95,0.21,0.6,0.24,0.31,0.44,"[[2178   89]
 [  16   24]]",0.95,0.09,0.64,0.11,0.16,0.29,"[[10966   492]
 [   28    49]]"
6,1.0270000000000001,42,460,395,r207n17.gzip,"[447, 435, 423, 411, 400, 389]",382,0.45,0.05,0.98,0.06,0.09,0.2,"[[ 973 1271]
 [   1   62]]",0.45,0.02,0.98,0.02,0.04,0.09,"[[5035 6379]
 [   2  119]]",0.45,0.05,0.98,0.06,0.09,0.2,"[[ 970 1274]
 [   1   62]]",0.45,0.02,0.98,0.02,0.04,0.09,"[[5020 6394]
 [   2  119]]"
5,1.111,42,460,403,r207n17.gzip,"[414, 372, 334, 300, 270]",244,0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.03,0.02,0.02,0.02,0.02,"[[11439    36]
 [   59     1]]",0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.03,0.02,0.02,0.02,0.02,"[[11439    36]
 [   59     1]]"
10,1.02,42,460,151,r207n17.gzip,"[450, 441, 432, 423, 414, 405, 397, 389, 381, 373]",368,0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.03,0.02,0.03,0.02,0.02,"[[11443    32]
 [   59     1]]",0.79,0.08,0.74,0.09,0.14,0.27,"[[1774  479]
 [  14   40]]",0.78,0.03,0.76,0.04,0.06,0.13,"[[8938 2492]
 [  25   80]]"
7,1.163,42,460,10,r207n17.gzip,"[395, 339, 291, 250, 214, 184, 158]",137,0.98,0.0,0.0,,,,"[[2265    9]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11425    50]
 [   59     1]]",0.72,0.06,0.98,0.08,0.12,0.25,"[[1614  649]
 [   1   43]]",0.71,0.02,0.98,0.03,0.05,0.11,"[[8158 3292]
 [   2   83]]"
8,1.0859999999999999,42,460,175,r207n17.gzip,"[423, 389, 358, 329, 302, 278, 255, 234]",219,0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.03,0.02,0.02,0.02,0.02,"[[11438    37]
 [   59     1]]",0.9,0.13,0.62,0.16,0.22,0.36,"[[2055  202]
 [  19   31]]",0.91,0.06,0.65,0.07,0.1,0.21,"[[10411  1030]
 [   33    61]]"
2,1.216,42,460,199,r207n17.gzip,"[378, 310]",256,0.91,0.13,0.67,0.16,0.22,0.37,"[[2066  196]
 [  15   30]]",0.91,0.06,0.73,0.07,0.11,0.23,"[[10430  1015]
 [   24    66]]",0.98,0.43,0.5,0.45,0.47,0.49,"[[2241   26]
 [  20   20]]",0.98,0.2,0.55,0.23,0.29,0.41,"[[11290   168]
 [   35    42]]"
7,1.38,42,460,321,r207n17.gzip,"[333, 241, 174, 126, 91, 65, 47]",35,0.98,0.0,0.0,,,,"[[2267    7]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11430    45]
 [   59     1]]",0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11431    44]
 [   59     1]]"
6,1.084,42,460,388,r207n17.gzip,"[424, 391, 360, 332, 306, 282]",262,0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11429    46]
 [   59     1]]",0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11429    46]
 [   59     1]]"
7,1.1079999999999999,42,460,132,r207n17.gzip,"[415, 374, 337, 304, 274, 247, 222]",203,0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11436    39]
 [   59     1]]",0.68,0.05,0.72,0.06,0.09,0.2,"[[1535  719]
 [  15   38]]",0.69,0.02,0.71,0.02,0.04,0.09,"[[7835 3600]
 [  29   71]]"
6,1.037,42,460,151,r207n17.gzip,"[443, 427, 411, 396, 381, 367]",357,0.98,0.0,0.0,,,,"[[2266    8]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11429    46]
 [   59     1]]",0.77,0.05,0.58,0.07,0.1,0.2,"[[1745  512]
 [  21   29]]",0.78,0.02,0.61,0.03,0.04,0.1,"[[8987 2454]
 [  37   57]]"
8,1.1520000000000001,42,460,32,r207n17.gzip,"[399, 346, 300, 260, 225, 195, 169, 146]",129,0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.02,0.02,0.02,0.02,0.02,"[[11432    43]
 [   59     1]]",0.99,0.57,0.42,0.53,0.48,0.44,"[[2257   12]
 [  22   16]]",0.99,0.36,0.42,0.38,0.39,0.41,"[[11408    54]
 [   42    31]]"
2,2.124,42,460,271,r207n17.gzip,"[216, 101]",48,0.99,0.5,0.03,0.12,0.06,0.04,"[[2273    1]
 [  32    1]]",0.99,0.29,0.03,0.11,0.06,0.04,"[[11470     5]
 [   58     2]]",0.98,0.08,0.03,0.06,0.04,0.03,"[[2262   11]
 [  33    1]]",0.99,0.04,0.03,0.04,0.04,0.03,"[[11426    48]
 [   59     2]]"
3,1.3,42,460,453,r207n17.gzip,"[353, 271, 208]",161,0.99,0.33,0.03,0.11,0.06,0.04,"[[2272    2]
 [  32    1]]",0.99,0.22,0.03,0.1,0.06,0.04,"[[11468     7]
 [   58     2]]",0.99,0.33,0.03,0.11,0.06,0.04,"[[2272    2]
 [  32    1]]",0.99,0.22,0.03,0.1,0.06,0.04,"[[11468     7]
 [   58     2]]"
4,1.232,42,460,448,r207n17.gzip,"[373, 302, 245, 198]",162,0.99,0.33,0.03,0.11,0.06,0.04,"[[2272    2]
 [  32    1]]",0.99,0.2,0.03,0.1,0.06,0.04,"[[11467     8]
 [   58     2]]",0.99,0.33,0.03,0.11,0.06,0.04,"[[2272    2]
 [  32    1]]",0.99,0.2,0.03,0.1,0.06,0.04,"[[11467     8]
 [   58     2]]"
3,1.508,42,460,453,r207n17.gzip,"[305, 202, 133]",89,0.99,0.33,0.03,0.11,0.06,0.04,"[[2272    2]
 [  32    1]]",0.99,0.25,0.03,0.11,0.06,0.04,"[[11469     6]
 [   58     2]]",0.99,0.33,0.03,0.11,0.06,0.04,"[[2272    2]
 [  32    1]]",0.99,0.25,0.03,0.11,0.06,0.04,"[[11469     6]
 [   58     2]]"
3,1.516,42,460,432,r207n17.gzip,"[303, 199, 131]",87,0.98,0.25,0.03,0.1,0.05,0.04,"[[2271    3]
 [  32    1]]",0.99,0.2,0.03,0.1,0.06,0.04,"[[11467     8]
 [   58     2]]",0.98,0.25,0.03,0.1,0.05,0.04,"[[2271    3]
 [  32    1]]",0.99,0.2,0.03,0.1,0.06,0.04,"[[11467     8]
 [   58     2]]"
3,1.038,42,460,348,r207n17.gzip,"[443, 426, 410]",396,0.87,0.12,0.82,0.15,0.21,0.38,"[[1973  285]
 [   9   40]]",0.87,0.05,0.85,0.07,0.1,0.21,"[[9961 1475]
 [  15   84]]",0.87,0.12,0.82,0.15,0.22,0.39,"[[1977  281]
 [   9   40]]",0.87,0.05,0.85,0.07,0.1,0.21,"[[9978 1459]
 [  15   83]]"
4,1.386,42,460,243,r207n17.gzip,"[331, 238, 171, 123]",90,0.99,0.5,0.06,0.2,0.11,0.07,"[[2271    2]
 [  32    2]]",0.99,0.19,0.05,0.12,0.08,0.06,"[[11461    13]
 [   58     3]]",0.98,0.19,0.09,0.15,0.12,0.1,"[[2259   13]
 [  32    3]]",0.99,0.08,0.08,0.08,0.08,0.08,"[[11412    61]
 [   57     5]]"
1,1.5519999999999998,42,460,425,r207n17.gzip,[296],191,0.99,0.5,0.03,0.12,0.06,0.04,"[[2273    1]
 [  32    1]]",0.99,0.29,0.03,0.11,0.06,0.04,"[[11470     5]
 [   58     2]]",0.99,0.5,0.03,0.12,0.06,0.04,"[[2273    1]
 [  32    1]]",0.99,0.29,0.03,0.11,0.06,0.04,"[[11470     5]
 [   58     2]]"
1,1.52,42,460,424,r207n17.gzip,[302],199,0.99,0.5,0.03,0.12,0.06,0.04,"[[2273    1]
 [  32    1]]",0.99,0.25,0.03,0.11,0.06,0.04,"[[11469     6]
 [   58     2]]",0.99,0.5,0.03,0.12,0.06,0.04,"[[2273    1]
 [  32    1]]",0.99,0.25,0.03,0.11,0.06,0.04,"[[11469     6]
 [   58     2]]"
2,1.1909999999999998,42,460,284,r207n17.gzip,"[386, 324]",272,0.97,0.27,0.52,0.3,0.36,0.44,"[[2206   59]
 [  20   22]]",0.97,0.12,0.57,0.15,0.2,0.33,"[[11132   322]
 [   35    46]]",0.97,0.31,0.5,0.33,0.38,0.44,"[[2222   45]
 [  20   20]]",0.97,0.14,0.56,0.17,0.23,0.35,"[[11191   265]
 [   35    44]]"
1,1.594,42,460,354,r207n17.gzip,[288],181,0.99,0.5,0.03,0.12,0.06,0.04,"[[2273    1]
 [  32    1]]",0.99,0.33,0.03,0.12,0.06,0.04,"[[11471     4]
 [   58     2]]",0.99,1.0,0.06,0.24,0.11,0.07,"[[2273    0]
 [  32    2]]",0.99,0.38,0.05,0.16,0.09,0.06,"[[11469     5]
 [   58     3]]"
4,1.068,42,460,360,r207n17.gzip,"[430, 402, 376, 352]",331,0.99,0.33,0.03,0.11,0.06,0.04,"[[2272    2]
 [  32    1]]",0.99,0.25,0.03,0.11,0.06,0.04,"[[11469     6]
 [   58     2]]",0.99,0.33,0.03,0.11,0.06,0.04,"[[2272    2]
 [  32    1]]",0.99,0.29,0.03,0.11,0.06,0.04,"[[11470     5]
 [   58     2]]"
1,1.277,42,460,254,r207n17.gzip,[360],282,0.99,0.5,0.03,0.12,0.06,0.04,"[[2273    1]
 [  32    1]]",0.99,0.29,0.03,0.11,0.06,0.04,"[[11470     5]
 [   58     2]]",0.98,0.33,0.09,0.21,0.14,0.1,"[[2266    6]
 [  32    3]]",0.99,0.14,0.08,0.12,0.1,0.09,"[[11442    31]
 [   57     5]]"
2,1.136,42,460,345,r207n17.gzip,"[404, 355]",314,0.99,0.5,0.03,0.12,0.06,0.04,"[[2273    1]
 [  32    1]]",0.99,0.29,0.03,0.11,0.06,0.04,"[[11470     5]
 [   58     2]]",0.97,0.28,0.52,0.31,0.37,0.45,"[[2209   56]
 [  20   22]]",0.97,0.12,0.57,0.14,0.2,0.33,"[[11122   332]
 [   35    46]]"
1,1.635,42,460,302,r207n17.gzip,[281],172,0.99,0.5,0.03,0.12,0.06,0.04,"[[2273    1]
 [  32    1]]",0.99,0.22,0.03,0.1,0.06,0.04,"[[11468     7]
 [   58     2]]",0.98,0.25,0.03,0.1,0.05,0.04,"[[2270    3]
 [  33    1]]",0.99,0.11,0.03,0.07,0.05,0.04,"[[11457    17]
 [   59     2]]"
5,1.1179999999999999,42,460,216,r207n17.gzip,"[411, 367, 328, 293, 262]",236,0.98,0.0,0.0,,,,"[[2267    7]
 [  33    0]]",0.99,0.03,0.02,0.02,0.02,0.02,"[[11438    37]
 [   59     1]]",0.79,0.06,0.61,0.07,0.1,0.21,"[[1795  466]
 [  18   28]]",0.8,0.02,0.63,0.03,0.04,0.1,"[[9164 2285]
 [  32   54]]"
10,1.127,42,460,371,r207n17.gzip,"[408, 362, 321, 284, 251, 222, 196, 173, 153, 135]",124,0.79,0.08,0.73,0.1,0.14,0.27,"[[1781  471]
 [  15   40]]",0.79,0.03,0.78,0.04,0.07,0.15,"[[9033 2392]
 [  24   86]]",0.79,0.08,0.73,0.1,0.14,0.27,"[[1782  470]
 [  15   40]]",0.79,0.03,0.78,0.04,0.07,0.15,"[[9041 2384]
 [  24   86]]"
1,1.2590000000000001,42,460,336,r207n17.gzip,[365],290,0.99,0.0,0.0,,,,"[[2273    1]
 [  33    0]]",0.99,0.17,0.02,0.06,0.03,0.02,"[[11470     5]
 [   59     1]]",0.99,1.0,0.03,0.13,0.06,0.04,"[[2273    0]
 [  33    1]]",0.99,0.25,0.03,0.11,0.06,0.04,"[[11468     6]
 [   59     2]]"
9,1.035,42,460,87,r207n17.gzip,"[444, 428, 413, 399, 385, 371, 358, 345, 333]",327,0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.03,0.02,0.03,0.02,0.02,"[[11442    33]
 [   59     1]]",0.94,0.14,0.5,0.16,0.22,0.33,"[[2145  122]
 [  20   20]]",0.93,0.06,0.57,0.07,0.11,0.21,"[[10726   727]
 [   35    47]]"
4,1.202,42,460,295,r207n17.gzip,"[382, 317, 263, 218]",183,0.99,0.5,0.03,0.12,0.06,0.04,"[[2273    1]
 [  32    1]]",0.99,0.25,0.03,0.11,0.06,0.04,"[[11469     6]
 [   58     2]]",0.76,0.09,0.9,0.11,0.16,0.31,"[[1691  557]
 [   6   53]]",0.76,0.04,0.9,0.04,0.07,0.15,"[[8664 2759]
 [  11  101]]"
2,1.264,42,460,385,r207n17.gzip,"[363, 287]",228,0.87,0.13,0.83,0.15,0.22,0.4,"[[1964  291]
 [   9   43]]",0.87,0.06,0.85,0.07,0.11,0.22,"[[9957 1475]
 [  15   88]]",0.87,0.13,0.83,0.16,0.23,0.4,"[[1969  286]
 [   9   43]]",0.87,0.06,0.85,0.07,0.11,0.23,"[[9981 1451]
 [  15   88]]"
3,1.42,42,460,412,r207n17.gzip,"[323, 227, 159]",113,0.99,0.5,0.03,0.12,0.06,0.04,"[[2273    1]
 [  32    1]]",0.99,0.25,0.03,0.11,0.06,0.04,"[[11469     6]
 [   58     2]]",0.99,0.5,0.03,0.12,0.06,0.04,"[[2273    1]
 [  32    1]]",0.99,0.25,0.03,0.11,0.06,0.04,"[[11469     6]
 [   58     2]]"
2,1.463,42,460,269,r207n17.gzip,"[314, 214]",147,0.9,0.14,0.74,0.17,0.24,0.41,"[[2051  209]
 [  12   35]]",0.9,0.06,0.77,0.08,0.12,0.24,"[[10363  1079]
 [   21    72]]",0.96,0.24,0.5,0.27,0.33,0.41,"[[2204   63]
 [  20   20]]",0.97,0.12,0.56,0.15,0.2,0.33,"[[11147   310]
 [   34    44]]"
5,1.11,42,460,318,r207n17.gzip,"[414, 372, 335, 301, 271]",246,0.83,0.07,0.58,0.08,0.12,0.23,"[[1878  381]
 [  20   28]]",0.83,0.03,0.6,0.03,0.05,0.11,"[[9522 1924]
 [  36   53]]",0.8,0.07,0.63,0.08,0.12,0.24,"[[1824  432]
 [  19   32]]",0.81,0.03,0.63,0.03,0.05,0.12,"[[9316 2124]
 [  35   60]]"
1,1.1,42,460,357,r207n17.gzip,[418],380,0.99,0.5,0.03,0.12,0.06,0.04,"[[2273    1]
 [  32    1]]",0.99,0.29,0.03,0.11,0.06,0.04,"[[11470     5]
 [   58     2]]",0.99,1.0,0.06,0.24,0.11,0.07,"[[2273    0]
 [  32    2]]",0.99,0.38,0.05,0.16,0.09,0.06,"[[11469     5]
 [   58     3]]"
9,1.028,42,460,219,r207n17.gzip,"[447, 434, 422, 410, 398, 387, 376, 365, 355]",348,0.8,0.08,0.73,0.1,0.15,0.29,"[[1807  444]
 [  15   41]]",0.8,0.04,0.77,0.04,0.07,0.15,"[[9167 2258]
 [  25   85]]",0.81,0.09,0.75,0.11,0.16,0.31,"[[1819  431]
 [  14   43]]",0.8,0.04,0.78,0.05,0.07,0.15,"[[9191 2235]
 [  24   85]]"
4,1.083,42,460,395,r207n17.gzip,"[424, 391, 361, 333]",309,0.98,0.25,0.03,0.1,0.05,0.04,"[[2271    3]
 [  32    1]]",0.99,0.22,0.03,0.1,0.06,0.04,"[[11468     7]
 [   58     2]]",0.99,0.33,0.03,0.11,0.06,0.04,"[[2272    2]
 [  32    1]]",0.99,0.2,0.03,0.1,0.06,0.04,"[[11467     8]
 [   58     2]]"
5,1.031,42,460,373,r207n17.gzip,"[446, 432, 419, 406, 393]",383,0.98,0.0,0.0,,,,"[[2272    2]
 [  33    0]]",0.99,0.07,0.02,0.04,0.03,0.02,"[[11462    13]
 [   59     1]]",0.98,0.0,0.0,,,,"[[2272    2]
 [  33    0]]",0.99,0.07,0.02,0.04,0.03,0.02,"[[11462    13]
 [   59     1]]"
2,1.073,42,460,180,r207n17.gzip,"[428, 398]",372,0.85,0.1,0.81,0.12,0.18,0.34,"[[1920  339]
 [   9   39]]",0.85,0.05,0.85,0.06,0.09,0.2,"[[9740 1694]
 [  15   86]]",0.98,0.41,0.5,0.42,0.45,0.48,"[[2238   29]
 [  20   20]]",0.98,0.18,0.53,0.21,0.27,0.38,"[[11278   181]
 [   36    40]]"
6,1.04,42,460,306,r207n17.gzip,"[442, 425, 408, 392, 376, 361]",350,0.98,0.0,0.0,,,,"[[2268    6]
 [  33    0]]",0.99,0.03,0.02,0.03,0.02,0.02,"[[11442    33]
 [   59     1]]",0.44,0.04,0.97,0.06,0.09,0.19,"[[ 949 1295]
 [   2   61]]",0.44,0.02,0.98,0.02,0.04,0.08,"[[4915 6499]
 [   3  118]]"
